Name,Alekhine Defense,Amar Opening,Amazon Attack,Anderssen's Opening,Australian Defense,Barnes Defense,Barnes Opening,Benko Gambit,Benko Gambit Accepted,Benko Gambit Declined,Benoni Defense,Bird Opening,Bishop's Opening,Blackmar-Diemer Gambit,Blackmar-Diemer Gambit Accepted,Blackmar-Diemer Gambit Declined,Blumenfeld Countergambit,Blumenfeld Countergambit Accepted,Bogo-Indian Defense,Borg Defense,Canard Opening,Caro-Kann Defense,Carr Defense,Catalan Opening,Center Game,Clemenz Opening,Colle System,Czech Defense,Danish Gambit,Danish Gambit Accepted,Danish Gambit Declined,Duras Gambit,Dutch Defense,East Indian Defense,Elephant Gambit,English Defense,English Opening,English Orangutan,Englund Gambit,Englund Gambit Declined,Four Knights Game,French Defense,Grob Opening,Grünfeld Defense,Gunderam Defense,Horwitz Defense,Hungarian Opening,Indian Defense,Italian Game,Kangaroo Defense,King's Gambit,King's Gambit Accepted,King's Gambit Declined,King's Indian Attack,King's Indian Defense,King's Knight Opening,King's Pawn Game,Kádas Opening,Lasker Simul Special,Latvian Gambit,Latvian Gambit Accepted,Lion Defense,London System,Marienbad System,Mexican Defense,Mieses Opening,Mikenas Defense,Modern Defense,Montevideo Defense,Neo-Grünfeld Defense,Nimzo-Indian Defense,Nimzo-Larsen Attack,Nimzowitsch Defense,Old Indian Defense,Owen Defense,Paleface Attack,Petrov's Defense,Philidor Defense,Pirc Defense,Polish Defense,Polish Opening,Ponziani Opening,Portuguese Opening,Pseudo Queen's Indian Defense,Pterodactyl Defense,Queen's Gambit,Queen's Gambit Accepted,Queen's Gambit Declined,Queen's Indian Accelerated,Queen's Indian Defense,Queen's Pawn Game,"Queen's Pawn, Mengarini Attack",Rapport-Jobava System,"Rapport-Jobava System, with e6",Rat Defense,Richter-Veresov Attack,Robatsch Defense,Rubinstein Opening,Ruy Lopez,Réti Opening,Saragossa Opening,Scandinavian Defense,Scotch Game,Semi-Slav Defense,Semi-Slav Defense Accepted,Sicilian Defense,Slav Defense,Slav Indian,Sodium Attack,St. George Defense,Tarrasch Defense,Three Knights Opening,Torre Attack,Trompowsky Attack,Valencia Opening,Van Geet Opening,Van't Kruijs Opening,"Vienna Gambit, with Max Lange Defense",Vienna Game,Vulture Defense,Wade Defense,Ware Defense,Ware Opening,Yusupov-Rubinstein System,Zukertort Opening
"Macieja, Bartlomiej",0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,6.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996,0.0,0.0,0.0,8.25,0.0,0.0,0.0,0.0,8.74,0.0,1.3699999999999999,0.0,0.0,0.0,0.15,4.45,0.0,0.0,0.3,0.0,0.15,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.46,0.0,0.0,0.0,0.0,2.15,0.0,0.0,1.06,0.0,0.0,0.44999999999999996,0.31,0.0,1.08,1.54,1.22,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.3,4.45,0.0,1.67,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26,0.0,0.0,0.92,3.6799999999999997,0.61,0.0,30.95,1.98,0.0,0.0,0.0,0.15,0.0,1.3800000000000001,0.61,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.46
"Vitiugov, Nikita",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.3499999999999999,0.0,0.3,0.0,0.0,0.0,0.3,0.0,2.1,0.0,0.0,2.4,0.0,2.6999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.0,0.15,9.59,0.0,0.0,0.0,0.15,3.0,0.0,2.85,0.0,0.0,0.0,1.35,1.05,0.15,0.0,0.0,0.0,1.65,6.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.3,0.0,0.9,10.8,0.45,0.0,0.6,0.0,0.0,0.8999999999999999,0.3,0.3,0.15,0.0,0.0,0.0,0.0,0.0,0.0,1.7999999999999998,11.25,0.0,4.2,1.65,0.0,0.0,0.0,0.15,0.0,0.0,0.15,5.85,0.15,0.0,0.15,0.3,4.05,0.0,7.2,9.15,0.0,0.0,0.0,0.44999999999999996,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
"Bu, Xiangzhi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.16,0.0,0.0,26.52,0.0,0.0,0.0,0.16,0.0,0.0,1.74,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,3.3000000000000003,8.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.16,0.0,0.0,0.0,0.0,0.63,7.54,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,17.93,0.0,0.63,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,5.04,0.0,2.2,10.05,0.0,0.0,0.0,0.95,0.0,0.62,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,1.72
"Atalik, Suat",0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.16,3.76,0.0,0.0,0.0,0.0,0.0,0.0,0.16,1.1500000000000001,0.0,0.0,0.32,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6300000000000001,0.0,0.0,0.82,2.94,0.0,0.0,0.0,0.0,0.16,0.0,5.71,0.0,0.66,0.0,1.3,0.0,0.8200000000000001,0.0,0.0,0.0,0.32,17.48,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.32,12.26,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.220000000000001,12.58,0.16,6.88,1.96,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,5.72,0.0,0.8,7.37,0.0,0.0,0.0,0.49,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.16
"Velimirovic, Dragoljub",1.9,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,6.33,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,10.62,0.0,0.0,0.0,0.0,0.8,0.0,0.16,0.0,0.0,0.0,0.0,0.64,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,3.96,0.0,0.16,0.32,0.0,0.48,0.0,0.79,0.0,2.0700000000000003,1.9,2.5300000000000002,0.0,0.0,3.3200000000000003,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.83,0.0,0.0,0.64,3.64,0.0,0.0,46.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pelletier, Yannick",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.9500000000000001,0.0,0.0,0.0,0.0,0.0,0.16,0.0,3.2600000000000002,0.0,0.0,0.9400000000000001,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.16,0.0,0.16,14.19,0.0,0.0,0.0,0.32,0.96,0.0,3.11,0.0,0.16,0.0,0.94,0.0,0.31,0.0,0.0,0.0,1.8699999999999999,13.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,3.2800000000000002,0.0,0.0,0.16,0.0,0.0,0.0,0.47,0.9400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,11.73,0.16,8.09,0.79,0.0,0.0,0.0,1.09,0.0,0.31,0.0,1.58,0.0,0.0,0.0,0.0,5.62,0.16,4.25,6.7,0.0,0.0,0.0,1.28,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,1.4
"Hebden, Mark L.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49000000000000005,0.0,0.0,2.62,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,2.28,0.66,0.0,0.0,0.49,0.0,0.0,0.0,0.16,3.42,0.0,0.48,0.0,2.3,0.0,9.51,0.0,0.33,0.0,1.63,0.49000000000000005,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44,0.0,0.33,0.16,0.0,0.32,0.0,0.0,0.0,0.0,0.82,2.95,0.0,0.0,0.16,0.0,0.82,0.16,0.0,3.26,13.11,0.0,3.4299999999999997,9.99,0.0,0.16,0.0,0.0,0.32,0.0,0.16,0.48,0.0,0.0,0.49000000000000005,0.0,1.6300000000000001,0.16,10.959999999999999,12.61,0.0,0.0,0.0,0.16,0.0,1.3099999999999998,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,2.62,0.0
"Radjabov, Teimour",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.33,0.65,0.0,0.16,0.0,0.0,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,2.59,0.0,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.16,4.73,0.0,0.0,0.0,0.32,0.8,0.0,6.23,0.0,0.0,0.0,1.96,3.28,0.0,0.0,0.0,0.0,2.96,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.65,0.0,0.16,4.08,0.98,0.0,0.0,0.0,0.0,2.13,0.16,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4700000000000002,11.77,0.0,6.21,0.33,0.0,0.0,0.0,0.16,0.0,0.0,0.0,5.58,0.65,0.0,0.16,3.45,5.91,0.0,12.58,6.890000000000001,0.0,0.0,0.0,0.65,0.0,0.32,0.99,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.97
"Christiansen, Larry M.",0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,2.05,0.0,0.32,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,3.0100000000000002,0.0,0.16,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,2.04,0.0,0.0,0.31,16.5,0.0,0.0,0.0,0.16,3.77,0.0,2.69,0.0,0.31,0.79,2.52,0.48,0.16,0.0,0.0,0.0,0.79,7.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,1.1,0.0,0.16,6.140000000000001,0.47,0.16,1.58,0.0,0.0,0.32,0.47,2.35,0.0,0.0,0.0,0.0,0.16,0.0,0.0,2.21,7.57,0.0,6.29,0.48,0.0,0.0,0.0,0.31,0.32,0.0,0.0,1.74,0.0,0.0,0.16,0.0,2.98,0.0,12.48,2.83,0.0,0.0,0.0,0.47,0.0,0.32,0.31,0.0,0.16,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.9500000000000001
"Sokolov, Andrei",1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.63,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,2.72,0.0,0.0,0.0,0.0,13.26,0.0,0.0,0.0,0.0,0.0,0.0,1.7000000000000002,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.0,0.34,0.17,0.17,0.0,0.0,3.0600000000000005,0.51,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,0.0,0.0,1.87,0.0,0.17,0.0,39.47,0.17,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17
"Moiseenko, Alexander",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45999999999999996,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.15,0.0,2.77,0.0,0.0,0.31,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,0.0,0.0,0.15,0.93,0.0,0.0,0.0,0.0,0.15,0.0,10.0,0.0,0.46,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,8.01,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.15,0.0,0.15,0.0,0.0,1.23,0.0,0.15,12.950000000000001,0.0,0.0,1.38,0.0,0.0,0.0,0.3,1.54,0.0,0.0,0.0,0.0,0.0,0.15,0.0,4.3,16.79,0.15,3.52,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77,0.46,1.52,10.01,0.0,0.0,0.0,0.3,0.0,1.3900000000000001,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
"Grandelius, Nils",0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.96,0.0,0.0,4.84,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.81,5.96,0.0,0.97,0.0,0.32,0.0,0.32,2.1,0.16,0.0,0.0,0.0,3.55,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.16,1.93,0.0,0.32,0.0,0.0,0.0,2.58,0.32,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,4.84,0.0,1.6,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.06,0.81,0.0,0.49,0.16,1.6099999999999999,0.0,18.23,3.06,0.16,0.0,0.0,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,1.78
"Matanovic, Aleksandar",3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.0,9.26,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.31,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.16,0.48,0.0,0.0,0.0,0.16,0.0,1.88,0.79,2.67,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.16,0.0,0.31,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.04,0.0,0.0,0.79,0.0,0.16,0.0,42.96,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32
"Alekseev, Evgeny",0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.9400000000000001,0.0,0.0,6.43,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.16,0.0,0.0,8.620000000000001,0.0,0.0,0.0,0.0,9.22,0.0,0.31,0.0,0.0,0.0,1.26,5.4799999999999995,0.0,0.0,0.0,0.0,0.79,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,2.82,0.0,0.16,0.16,0.0,0.32,0.0,0.0,0.0,1.73,0.16,1.24,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.32,1.43,0.0,1.26,1.1099999999999999,0.0,0.16,0.0,0.0,0.0,0.0,0.0,12.84,0.0,0.0,0.79,0.0,1.4100000000000001,0.0,30.62,3.5999999999999996,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72
"Vasiukov, Evgeni A.",1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.48000000000000004,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.16,11.09,0.0,0.16,0.0,0.0,0.0,0.16,2.05,0.0,0.0,0.0,0.0,2.54,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5899999999999999,0.0,0.0,0.16,0.32,0.32,0.0,0.0,0.0,1.44,0.32,4.26,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.32,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.06,0.0,0.0,0.32,0.0,0.0,0.0,40.33,0.0,0.0,0.0,0.0,0.47,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.64
"Godena, Michele",2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.38,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.17,0.0,0.0,0.0,2.71,14.76,0.0,0.0,0.17,0.0,0.17,0.17,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.109999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.8500000000000001,1.86,7.98,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.78,0.0,0.0,1.87,2.72,0.34,0.0,34.25,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.17
"Fedorchuk, Sergey A.",0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.47,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.19,0.0,0.0,0.0,0.0,0.0,0.0,4.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,2.73,2.73,1.77,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.76,0.0,0.0,0.0,40.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0
"Fier, Alexandr",0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.96,0.0,0.48,0.0,0.16,0.0,0.32,0.16,1.28,0.0,0.0,4.96,0.0,1.28,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.16,7.2,0.0,0.0,0.0,0.64,4.16,0.0,2.7199999999999998,0.0,0.0,0.0,0.8,4.0,0.48,0.0,0.96,0.0,0.32,4.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.8,0.0,0.32,7.52,0.0,0.0,0.0,0.0,0.0,2.08,1.12,0.8,0.0,0.0,0.0,0.0,0.16,0.0,0.0,1.28,8.0,0.0,1.92,0.32,0.0,0.0,0.0,0.16,0.0,0.0,0.0,6.5600000000000005,0.48,0.16,0.16,0.8,2.4,0.0,20.96,3.68,0.16,0.0,0.0,0.32,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.48
"Browne, Walter S.",1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.65,4.67,0.0,0.0,0.0,0.0,0.0,0.32,0.16,4.680000000000001,0.0,0.0,2.4,0.0,0.16,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.48,0.64,0.0,0.0,0.0,0.0,4.5,0.0,3.86,0.0,0.0,0.0,1.12,0.0,0.48,0.0,0.0,0.16,0.0,7.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.16,1.9300000000000002,0.0,0.0,0.64,0.0,0.0,0.8,0.16,3.87,0.16,0.0,0.0,0.0,0.0,0.0,0.0,2.1,5.93,0.0,13.86,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,9.01,0.0,0.0,0.0,0.0,4.36,0.0,17.06,2.4,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0
"Morozevich, Alexander",0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.180000000000001,0.0,0.17,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,4.3500000000000005,0.0,0.0,0.0,1.0,7.84,0.0,3.33,0.0,0.0,0.67,0.34,3.51,0.0,0.0,1.01,0.0,1.34,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,1.17,0.0,0.17,4.33,0.8400000000000001,0.0,0.0,0.0,0.0,3.3200000000000003,0.17,1.0,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.66,2.3400000000000003,0.0,1.1700000000000002,0.17,0.0,0.0,0.0,0.0,0.66,0.0,0.0,8.7,0.17,0.0,0.68,3.3200000000000003,1.6800000000000002,0.0,30.43,3.34,0.0,0.0,0.0,0.0,0.0,0.17,0.8300000000000001,0.0,0.17,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0
"Psakhis, Lev B.",0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2.02,0.0,0.17,0.0,0.0,0.0,0.0,0.0,1.6700000000000002,0.0,0.0,3.52,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.17,0.0,0.0,12.02,0.0,0.0,0.0,0.0,7.8500000000000005,0.0,0.5,0.0,0.0,0.51,1.01,3.0,0.0,0.0,0.0,0.0,1.33,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,2.33,1.0,0.0,0.34,0.0,0.0,1.34,0.17,1.17,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.8500000000000001,5.180000000000001,0.0,4.84,0.17,0.0,0.0,0.0,0.17,0.0,0.0,0.0,9.88,0.0,0.0,1.5100000000000002,0.0,1.01,0.0,20.8,0.8500000000000001,0.0,0.0,0.0,1.34,0.0,0.34,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.67
"Timofeev, Artyom",0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,7.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.49,0.0,0.0,8.78,0.0,0.0,0.0,0.81,7.65,0.0,2.1100000000000003,0.0,0.0,0.33,0.8,0.32,0.0,0.0,0.0,0.0,0.49000000000000005,2.5900000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.16,6.3500000000000005,0.32,0.0,0.0,0.0,0.0,1.1400000000000001,1.63,1.7899999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,4.07,0.0,0.0,0.65,0.0,0.0,0.0,0.33,0.0,0.0,0.0,14.97,0.16,0.0,0.8,0.0,2.44,0.16,25.55,3.25,0.0,0.0,0.0,0.16,0.0,0.16,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32
"Dominguez Perez, Leinier",1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,4.82,0.0,1.28,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,2.88,0.0,0.0,0.0,0.0,9.3,0.0,0.32,0.0,0.0,0.0,0.16,4.5,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,3.1999999999999997,0.48000000000000004,0.48,0.0,0.0,0.16,0.0,0.0,0.16,0.0,0.16,0.48,0.0,0.32,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.33,0.0,0.0,2.08,0.16,0.32,0.0,33.54,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bruzon Batista, Lazaro",0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,3.75,0.0,1.73,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.16,13.39,0.0,0.0,0.0,0.16,7.41,0.0,0.64,0.0,0.16,0.16,0.79,0.32,0.0,0.0,0.0,0.0,3.77,3.3200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.16,0.0,0.0,0.0,0.0,1.72,0.0,0.79,2.06,0.0,0.32,0.16,0.16,0.0,2.1999999999999997,0.79,0.48,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.78,3.8,0.0,2.52,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.31,13.84,0.0,0.0,0.16,0.16,2.5300000000000002,0.0,19.97,3.29,0.0,0.0,0.0,0.32,0.0,0.64,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,1.56
