Name,Alekhine Defense,Amar Opening,Amazon Attack,Anderssen's Opening,Australian Defense,Barnes Defense,Barnes Opening,Benko Gambit,Benko Gambit Accepted,Benko Gambit Declined,Benoni Defense,Bird Opening,Bishop's Opening,Blackmar-Diemer Gambit,Blackmar-Diemer Gambit Accepted,Blackmar-Diemer Gambit Declined,Blumenfeld Countergambit,Blumenfeld Countergambit Accepted,Bogo-Indian Defense,Borg Defense,Canard Opening,Caro-Kann Defense,Carr Defense,Catalan Opening,Center Game,Clemenz Opening,Colle System,Czech Defense,Danish Gambit,Danish Gambit Accepted,Danish Gambit Declined,Duras Gambit,Dutch Defense,East Indian Defense,Elephant Gambit,English Defense,English Opening,English Orangutan,Englund Gambit,Englund Gambit Declined,Four Knights Game,French Defense,Grob Opening,Grünfeld Defense,Gunderam Defense,Horwitz Defense,Hungarian Opening,Indian Defense,Italian Game,Kangaroo Defense,King's Gambit,King's Gambit Accepted,King's Gambit Declined,King's Indian Attack,King's Indian Defense,King's Knight Opening,King's Pawn Game,Kádas Opening,Lasker Simul Special,Latvian Gambit,Latvian Gambit Accepted,Lion Defense,London System,Marienbad System,Mexican Defense,Mieses Opening,Mikenas Defense,Modern Defense,Montevideo Defense,Neo-Grünfeld Defense,Nimzo-Indian Defense,Nimzo-Larsen Attack,Nimzowitsch Defense,Old Indian Defense,Owen Defense,Paleface Attack,Petrov's Defense,Philidor Defense,Pirc Defense,Polish Defense,Polish Opening,Ponziani Opening,Portuguese Opening,Pseudo Queen's Indian Defense,Pterodactyl Defense,Queen's Gambit,Queen's Gambit Accepted,Queen's Gambit Declined,Queen's Indian Accelerated,Queen's Indian Defense,Queen's Pawn Game,"Queen's Pawn, Mengarini Attack",Rapport-Jobava System,"Rapport-Jobava System, with e6",Rat Defense,Richter-Veresov Attack,Robatsch Defense,Rubinstein Opening,Ruy Lopez,Réti Opening,Saragossa Opening,Scandinavian Defense,Scotch Game,Semi-Slav Defense,Semi-Slav Defense Accepted,Sicilian Defense,Slav Defense,Slav Indian,Sodium Attack,St. George Defense,Tarrasch Defense,Three Knights Opening,Torre Attack,Trompowsky Attack,Valencia Opening,Van Geet Opening,Van't Kruijs Opening,"Vienna Gambit, with Max Lange Defense",Vienna Game,Vulture Defense,Wade Defense,Ware Defense,Ware Opening,Yusupov-Rubinstein System,Zukertort Opening
"Hou, Yifan",0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.08,0.0,0.6000000000000001,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.81,9.47,0.0,0.0,0.0,0.2,0.2,0.2,6.87,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2.0100000000000002,0.6000000000000001,0.6000000000000001,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.6000000000000001,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.59,0.6000000000000001,0.0,0.2,0.2,0.0,0.0,31.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.2,0.0
"Wang, Yue",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,2.3800000000000003,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.95,0.0,0.0,0.59,0.0,7.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,0.0,0.0,0.2,13.19,0.0,0.0,0.0,0.0,0.8,0.0,6.8999999999999995,0.0,0.0,0.2,1.58,0.4,0.0,0.0,0.0,0.0,2.37,8.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.2,0.0,0.5900000000000001,8.47,0.0,0.0,0.2,0.0,0.0,0.79,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,10.64,0.0,3.75,1.19,0.0,0.0,0.0,0.59,0.0,0.0,0.0,1.1800000000000002,0.39,0.0,0.0,0.0,3.56,0.0,3.16,10.23,0.0,0.0,0.0,0.8,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
"Marshall, Frank",0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,0.0,0.0,0.4,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.2,1.01,0.0,3.43,1.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0200000000000005,0.0,0.0,0.0,0.61,0.0,2.02,2.61,0.0,0.0,1.62,0.8,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.6000000000000001,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.21,0.0,0.0,3.62,30.66,0.2,1.4100000000000001,7.05,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.6,0.0,0.0,1.21,1.41,4.03,0.0,2.01,3.83,0.4,0.0,0.0,11.3,0.2,2.0300000000000002,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0
"Grachev, Boris",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.21,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,3.24,0.0,0.0,18.77,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.61,0.0,2.42,0.0,0.2,0.0,0.0,0.0,1.0,10.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,1.41,0.0,1.82,4.63,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,7.220000000000001,0.0,4.23,6.88,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,3.62,0.0,0.61,10.71,0.0,0.0,0.0,1.01,0.0,1.21,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21
"Savon, Vladimir A.",1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,2.08,0.21,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,2.7199999999999998,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0,11.41,0.0,0.0,0.0,0.21,4.17,0.0,2.4899999999999998,0.0,0.41,1.04,1.45,0.0,0.0,0.0,0.0,0.0,4.35,9.129999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.62,1.65,0.0,0.21,0.63,0.0,0.0,0.42,0.21,2.69,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.82,4.38,0.0,2.91,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.88,0.63,0.0,0.41,0.83,2.9099999999999997,0.0,21.779999999999998,1.25,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29
"Marin, Mihail",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,1.82,0.8099999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.0,0.0,1.83,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,0.0,0.0,0.61,33.54,0.0,0.0,0.0,0.0,0.2,0.0,2.44,0.0,0.41,0.81,3.04,0.0,0.0,0.0,0.0,0.0,4.68,11.379999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.41,0.0,1.21,4.68,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,1.82,0.0,0.2,2.04,0.0,0.0,0.0,0.61,0.0,0.0,0.4,0.0,0.81,0.0,0.0,0.0,4.28,0.0,1.22,3.04,0.0,0.0,0.2,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.02,2.22
"Peralta, Fernando",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,3.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.4,3.99,0.0,0.0,0.0,0.0,0.0,0.0,7.5600000000000005,0.0,0.6,0.0,0.2,0.0,1.39,0.0,0.0,0.0,0.0,11.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,23.27,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2.79,13.959999999999999,0.0,0.6000000000000001,1.39,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,11.15,0.0,0.4,6.17,0.0,0.0,0.0,1.3900000000000001,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4
"Lupulescu, Constantin",0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.4,0.0,0.0,0.0,0.2,0.0,3.0,0.0,0.0,4.6000000000000005,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,6.4,0.0,0.0,0.0,0.4,4.6000000000000005,0.0,2.4,0.0,0.0,0.0,1.0,1.2000000000000002,0.2,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.4,6.4,0.0,0.0,0.4,0.0,0.0,1.4000000000000001,0.4,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,7.6000000000000005,0.0,2.8000000000000003,1.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,4.4,0.0,0.0,1.8,0.6000000000000001,1.8,0.0,24.8,6.0,0.2,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.2,1.0
"Gallagher, Joseph G.",1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,10.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,4.41,14.49,0.0,0.0,0.0,0.0,0.0,0.21,1.0499999999999998,0.0,0.0,4.2,1.2599999999999998,0.21,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,1.68,0.0,0.0,0.21,0.0,0.42,0.0,0.21,0.0,0.63,0.84,3.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.21,0.0,0.0,0.0,3.9899999999999998,0.0,0.0,1.26,0.42,0.21,0.0,42.23,0.21,0.0,0.0,0.0,0.0,0.0,0.21,1.89,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.21
"Anton Guijarro, David",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.0,0.0,2.2399999999999998,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.41,0.0,0.0,15.049999999999999,0.0,0.0,0.0,0.4,2.83,0.0,2.23,0.0,0.2,0.0,1.21,5.48,0.0,0.0,0.0,0.0,1.62,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.4,0.0,0.2,2.83,3.46,0.2,0.2,0.0,0.0,2.44,0.2,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,9.52,0.2,2.23,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.41,5.46,1.22,0.0,0.0,0.0,3.05,0.0,13.19,4.87,0.0,0.0,0.0,1.01,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,2.6399999999999997
"Ulybin, Mikhail",0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,3.67,0.58,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,0.0,3.67,0.0,9.07,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.19,1.15,0.0,0.0,0.0,0.0,6.74,0.0,5.0200000000000005,0.0,0.0,0.19,0.38,0.0,0.39,0.0,0.0,0.0,0.39,5.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,3.08,0.0,0.0,3.47,0.0,0.38,0.19,0.0,0.0,0.96,0.5800000000000001,0.5800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,1.54,0.0,0.0,0.76,0.0,0.0,0.0,0.19,0.19,0.0,0.0,10.01,0.0,0.0,0.19,0.0,1.74,0.0,27.19,3.29,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0
"Kveinys, Aloyzas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.8000000000000003,0.0,0.6000000000000001,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,10.6,0.0,0.0,0.0,0.8,6.0,0.0,0.4,0.0,0.0,0.2,3.4,0.2,0.0,0.0,0.0,0.0,1.8,8.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6,6.8,0.0,0.0,0.4,0.0,0.0,0.8,0.8,1.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.2,4.2,0.0,0.6000000000000001,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.8,0.0,0.2,0.2,2.6,0.0,21.970000000000002,3.8,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Quinteros, Miguel Angel",0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.42,0.21,2.55,0.21,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.84,0.0,7.659999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.43,23.4,0.0,0.0,0.0,0.0,0.6399999999999999,0.0,0.63,0.21,0.0,2.13,1.5,0.0,0.0,0.0,0.0,0.0,8.73,11.47,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.21,0.0,0.0,0.0,0.0,1.71,0.0,2.34,1.5,0.21,0.0,0.43,0.0,0.0,0.0,0.21,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,2.98,0.21,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,2.55,0.42,0.0,0.0,0.0,2.12,0.0,8.29,1.27,0.0,0.0,0.0,1.06,0.0,0.6399999999999999,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,6.18
"Piorun, Kacper",0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,1.22,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,6.09,0.0,2.86,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,14.05,0.0,0.0,0.0,1.63,3.44,0.0,1.01,0.0,0.0,0.4,1.01,3.88,0.0,0.0,0.0,0.0,5.109999999999999,1.83,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.41,2.21,0.0,0.0,0.2,0.0,0.0,2.84,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.66,0.0,0.6000000000000001,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.19,0.6000000000000001,0.0,0.81,0.4,0.81,0.0,20.36,1.42,0.2,0.0,0.0,0.2,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.41,2.25
"Suetin, Alexey S.",1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,3.4,0.0,0.0,0.0,0.0,5.98,0.0,0.2,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.2,1.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.6000000000000001,0.0,0.2,0.2,0.0,0.0,1.9900000000000002,0.6000000000000001,3.38,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,3.0,0.0,0.2,0.2,0.0,0.0,0.0,0.4,0.4,0.0,0.0,23.86,0.2,0.0,1.2,0.0,0.4,0.0,38.37,0.2,0.0,0.0,0.0,0.6000000000000001,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Graf, Alexander",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,1.43,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8299999999999998,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,2.23,0.41,0.0,0.2,3.04,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,6.74,0.0,0.2,0.0,1.42,0.0,1.23,0.0,0.0,0.0,1.82,13.06,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.81,21.45,0.41,0.0,1.63,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2700000000000005,7.91,0.0,3.86,0.61,0.0,0.0,0.0,0.41,0.0,0.0,0.0,1.21,0.2,0.0,0.0,0.0,4.47,0.0,1.6,7.96,0.0,0.0,0.0,1.63,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41
"Alekhine, Alexander",0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,1.8499999999999999,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,3.32,0.0,1.0299999999999998,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,1.0299999999999998,0.0,0.0,0.0,3.33,0.0,0.0,0.0,1.45,8.08,0.0,0.21,0.0,0.21,0.0,2.08,0.6199999999999999,0.41,0.0,0.21,0.63,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.21,0.0,0.83,4.35,0.0,0.0,1.04,0.0,0.0,1.04,0.21,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,2.07,22.93,0.41,3.5199999999999996,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.21,11.99,0.42,0.0,0.21,0.21,2.09,0.0,4.8,6.39,0.21,0.0,0.0,1.04,0.62,0.83,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.41,0.41
"Baklan, Vladimir",1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9399999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,11.23,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.5800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.19,0.0,3.6599999999999997,2.1300000000000003,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.48,0.0,0.0,2.9,5.41,0.0,0.0,45.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Riazantsev, Alexander",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,4.4,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.2,0.0,1.0,1.4000000000000001,0.0,0.0,0.0,0.2,0.6000000000000001,0.0,8.0,0.0,0.2,0.0,3.0,0.6000000000000001,0.4,0.0,0.0,0.0,0.6000000000000001,9.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,4.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,14.41,0.0,12.01,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,9.6,0.0,1.8,11.41,0.4,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.6000000000000001
"Erdos, Viktor",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,1.79,0.0,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,0.4,10.13,0.0,0.0,0.0,0.6000000000000001,0.4,0.0,6.35,0.0,0.0,0.0,1.19,1.5899999999999999,1.3900000000000001,0.0,0.0,0.0,3.3699999999999997,7.57,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.6000000000000001,11.28,0.0,0.0,0.6000000000000001,0.0,0.0,1.4000000000000001,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,11.31,0.0,2.79,1.79,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.6000000000000001,3.97,0.0,4.18,6.75,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2.18
"Bosiocic, Marin",0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.4100000000000001,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.8399999999999999,0.0,0.0,4.06,0.0,7.5600000000000005,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,7.32,0.0,0.0,0.0,0.2,5.46,0.0,3.25,0.0,0.0,0.0,2.25,0.81,0.2,0.0,0.0,0.0,3.05,5.49,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.61,3.4499999999999997,0.0,0.0,0.2,0.0,0.0,1.22,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.61,3.66,0.0,2.24,1.01,0.0,0.2,0.0,0.0,0.0,0.0,0.0,12.01,0.61,0.0,0.81,0.0,2.86,0.2,12.62,5.09,0.0,0.0,0.0,0.4,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.01
"Rakhmanov, Aleksandr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.2,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.0,0.0,23.03,0.0,0.0,0.0,0.0,2.25,0.0,2.8499999999999996,0.0,0.2,0.0,2.2399999999999998,0.0,0.0,0.0,0.0,0.0,6.54,4.069999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.2,0.0,2.86,15.94,2.03,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.01,5.07,0.0,0.4,4.69,0.0,0.2,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.2,0.0,2.84,0.0,2.22,6.949999999999999,0.41,0.0,0.0,0.6000000000000001,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,3.46
"Malakhatko, Vadim",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,1.04,0.21,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.41,3.93,0.0,0.0,0.21,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.41,0.0,1.04,14.5,0.0,0.0,0.0,0.0,0.21,0.0,4.15,0.0,0.0,0.21,2.4899999999999998,0.83,0.0,0.0,0.0,0.0,0.0,11.819999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,1.25,0.0,0.42,5.17,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,11.42,0.0,8.51,2.8899999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,6.84,0.0,0.21,6.82,0.0,0.0,0.0,0.63,0.0,1.66,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.21
